ID, Wiek
363,48
364,58
365,18
366,69
367,44
368,24
369,42
370,75
371,44
372,55
373,53
374,42
375,18
376,36
377,59
378,49
379,61
380,45
381,52
382,100
383,20
384,19
385,36
386,8
387,16
388,28
389,30
390,18
391,92
392,23
393,38
394,38
395,69
396,59
397,52
398,47
399,48
400,19
401,33
402,44
403,21
404,47
405,55
406,58
407,10
408,30
409,51
410,73
411,35
412,38
413,31
414,33
415,31
416,53
417,47
418,0
419,0
420,47
421,20
422,47
423,34
424,42
425,14
426,39
427,23
428,44
429,53
430,68
431,34
432,40
433,42
434,67
435,72
436,51
437,29
438,26
439,37
440,39
441,9
442,77
443,16
444,25
445,15
446,48
447,16
448,68
449,47
450,19
451,48
452,22
453,40
454,25
455,49
456,64
457,48
458,66
459,46
460,29
461,56
462,47
463,45
464,28
465,54
466,0
467,27
468,59
469,70
470,51
471,49
472,52
473,44
474,55
475,53
476,10
477,37
478,42
479,27
480,47
481,58
482,28
483,21
484,29
485,33
486,52
487,43
488,37
489,57
490,43
491,57
492,64
493,28
494,54
495,36
496,45
497,39
498,44
499,46
500,60
501,61
502,42
503,62
504,45
505,32
506,0
507,75
508,37
509,68
510,0
511,1
512,59
513,32
514,22
515,40
516,61
517,96
518,25
519,65
520,34
521,55
522,60
523,30
524,46
525,41
526,72
527,42
528,46
529,51
530,64
531,33
532,30
533,61
534,60
535,76
536,53
537,29
538,60
539,6
540,58
541,34
542,37
543,69
544,53
545,40
546,0
547,76
548,0
549,58
550,48
551,0
552,0
553,62
554,56
555,29
556,52
557,37
558,30
559,61
560,55
561,11
562,45
563,62
564,72
565,46
566,23
567,63
568,49
569,55
570,2
571,5
572,45
573,49
574,12
575,25
576,43
577,16
578,51
579,37
580,22
581,57
582,46
583,45
584,54
585,64
586,68
587,18
588,46
589,59
590,56
591,34
592,71
593,52
594,62
595,40
596,66
597,27
598,46
599,18
600,11
601,38
602,9
603,0
604,45
605,62
606,55
607,65
608,28
609,11
610,21
611,76
612,23
613,29
614,14
615,64
616,0
617,58
618,26
619,46
620,27
621,53
622,26
623,60
624,44
625,47
626,61
627,42
628,35
629,47
630,25
631,40
632,57
633,55
634,46
635,44
636,33
637,63
638,66
639,24
640,53
641,40
642,44
643,32
644,37
645,88
646,54
647,46
648,58
649,32
650,37
651,5
652,31
653,27
654,38
655,97
656,49
657,66
658,57
659,0
660,50
661,86
662,26
663,54
664,18
665,59
666,50
667,65
668,60
669,76
670,40
671,66
672,51
673,58
674,38
675,68
676,45
677,54
678,16
679,35
680,22
681,70
682,62
683,9
684,55
685,34
686,49
687,53
688,62
689,41
690,35
691,51
692,35
693,43
694,54
695,22
696,7
697,80
698,61
699,67
700,19
701,44
702,17
703,65
704,31
705,53
706,35
707,66
708,40
709,61
710,22
711,41
712,45
713,63
714,49
715,92
716,22
717,68
718,1
719,37
720,16
721,21
722,47
723,42
724,0
725,74
726,39
727,39
728,34
729,0
730,21
731,62
732,43
733,55
734,43
735,64
736,32
737,10
738,52
739,9
740,51
741,42
742,66
743,71
744,29
745,39
746,55
747,33
748,63
749,17
750,0
751,0
752,22
753,0
754,34
755,17
756,38
757,12
758,45
759,44
760,50
761,38
762,74
763,44
764,47
765,54
766,39
767,0
768,48
769,55
770,49
771,51
772,38
773,24
774,39
775,24
776,55
777,38
778,48
779,5
780,48
781,69
782,45
783,31
784,56
785,41
786,40
787,36
788,28
789,43
790,65
791,41
792,61
793,41
794,38
795,59
796,51
797,65
798,48
799,65
800,11
801,19
802,80
803,55
804,64
805,50
806,32
807,16
808,35
809,25
810,55
811,31
812,51
813,44
814,59
815,49
816,52
817,44
818,68
819,27
820,65
821,26
822,68
823,0
824,0
825,32
826,39
827,67
828,43
829,5
830,45
831,17
832,39
833,31
834,43
835,31
836,28
837,23
838,48
839,38
840,66
841,62
842,27
843,28
844,46
845,24
846,50
847,13
848,0
849,64
850,25
851,27
852,0
853,47
854,49
855,33
856,65
857,0
858,53
859,39
860,75
861,16
862,42
863,43
864,30
865,33
866,49
867,68
868,87
869,59
870,49
871,37
872,17
873,43
874,56
875,40
876,25
877,53
878,0
879,63
880,69
881,46
882,15
883,19
884,36
885,85
886,44
887,18
888,31
889,53
890,47
891,59
892,65
893,13
894,52
895,43
896,35
897,51
898,58
899,13
900,70
901,4
902,36
903,54
904,62
905,25
906,38
907,24
908,49
909,42
910,8
911,60
912,42
913,47
914,25
915,53
916,62
917,34
918,45
919,19
920,80
921,53
922,10
923,38
924,40
925,61
926,74
927,41
928,6
929,49
930,38
931,50
932,41
933,55
934,43
935,48
936,100
937,72
938,42
939,41
940,32
941,0
942,0
943,48
944,32
945,9
946,44
947,73
948,21
949,53
950,52
951,36
952,0
953,16
954,4
955,22
956,25
957,47
958,49
959,51
960,38
961,31
962,46
963,27
964,27
965,68
966,53
967,52
968,27
969,37
970,23
971,54
972,17
973,17
974,44
975,29
976,31
977,22
978,40
979,28
980,29
981,23
982,49
983,41
984,62
985,51
986,13
987,29
988,24
989,7
990,4
991,37
992,32
993,52
994,44
995,76
996,57
997,38
998,0
999,38
1000,20
1001,35
1002,34
1003,42
1004,82
1005,0
1006,60
1007,12
1008,67
1009,79
1010,30
1011,21
1012,62
1013,63
1014,37
1015,49
1016,50
1017,26
1018,54
1019,65
1020,37
1021,22
1022,52
1023,48
1024,36
1025,83
1026,40
1027,39
1028,19
1029,55
1030,23
1031,40
1032,71
1033,37
1034,44
1035,38
1036,58
1037,45
1038,67
1039,44
1040,52
1041,28
1042,46
1043,60
1044,8
1045,44
1046,51
1047,20
1048,50
1049,48
1050,25
1051,15
1052,45
1053,2
1054,53
1055,60
1056,62
1057,8
1058,60
1059,47
1060,38
1061,34
1062,15
1063,58
1064,35
1065,0
1066,55
1067,68
1068,32
1069,43
1070,44
1071,42
1072,25
1073,68
1074,4
1075,9
1076,1
1077,65
1078,59
1079,53
1080,81
1081,31
1082,49
1083,58
1084,55
1085,70
1086,11
1087,63
1088,33
1089,49
1090,6
1091,42
1092,36
1093,41
1094,50
1095,56
1096,52
1097,56
1098,50
1099,0
1100,10
1101,32
1102,20
1103,41
1104,54
1105,27
1106,41
1107,38
1108,52
1109,43
1110,41
1111,43
1112,47
1113,34
1114,51
1115,52
1116,19
1117,58
1118,75
1119,67
1120,63
1121,53
1122,25
1123,45
1124,66
1125,0
1126,55
1127,50
1128,28
1129,46
1130,32
1131,2
1132,51
1133,34
1134,52
1135,42
1136,0
1137,46
1138,31
1139,56
1140,79
1141,58
1142,54
1143,39
1144,40
1145,24
1146,40
1147,54
1148,53
1149,28
1150,44
1151,52
1152,58
1153,0
1154,18
1155,31
1156,10
1157,0
1158,10
1159,65
1160,17
1161,60
1162,21
1163,50
1164,83
1165,44
1166,3
1167,5
1168,39
1169,32
1170,25
1171,31
1172,48
1173,20
1174,40
1175,22
1176,0
1177,55
1178,5
1179,32
1180,72
1181,30
1182,59
1183,45
1184,43
1185,81
1186,59
1187,48
1188,44
1189,37
1190,75
1191,51
1192,14
1193,41
1194,56
1195,9
1196,64
1197,34
1198,48
1199,40
1200,39
1201,21
1202,33
1203,52
1204,73
1205,51
1206,36
1207,48
1208,35
1209,2
1210,58
1211,7
1212,32
1213,15
1214,35
1215,58
1216,41
1217,27
1218,43
1219,45
1220,43
1221,53
1222,0
1223,4
1224,37
1225,75
1226,60
1227,14
1228,44
1229,33
1230,46
1231,30
1232,42
1233,45
1234,36
1235,56
1236,54
1237,22
1238,43
1239,61
1240,20
1241,51
1242,59
1243,30
1244,36
1245,37
1246,38
1247,27
1248,38
1249,42
1250,41
1251,71
1252,54
1253,53
1254,78
1255,46
1256,19
1257,58
1258,31
1259,43
1260,0
1261,44
1262,17
1263,33
1264,66
1265,12
1266,28
1267,51
1268,80
1269,82
1270,17
1271,12
1272,68
1273,21
1274,12
1275,67
1276,0
1277,9
1278,55
1279,22
1280,36
1281,62
1282,15
1283,42
1284,39
1285,54
1286,12
1287,38
1288,41
1289,34
1290,60
1291,36
1292,83
1293,51
1294,18
1295,51
1296,54
1297,51
1298,0
1299,5
1300,23
1301,16
1302,33
1303,51
1304,58
1305,55
1306,15
1307,5
1308,80
1309,31
1310,53
1311,20
1312,42
1313,58
1314,25
1315,30
1316,0
1317,0
1318,76
1319,52
1320,39
1321,16
1322,76
1323,30
1324,11
1325,25
1326,34
1327,42
1328,26
1329,65
1330,43
1331,22
1332,2
1333,7
1334,48
1335,58
1336,76
1337,57
1338,34
1339,73
1340,77
1341,63
1342,41
1343,37
1344,68
1345,38
1346,15
1347,35
1348,0
1349,55
1350,35
1351,11
1352,46
1353,43
1354,63
1355,50
1356,56
1357,36
1358,20
1359,51
1360,57
1361,56
1362,20
1363,56
1364,46
1365,8
1366,9
1367,49
1368,0
1369,26
1370,0
1371,19
1372,53
1373,61
1374,60
1375,23
1376,62
1377,39
1378,60
1379,60
1380,4
1381,43
1382,77
1383,52
1384,50
1385,32
1386,53
1387,39
1388,16
1389,61
1390,25
1391,23
1392,63
1393,6
1394,34
1395,41
1396,11
1397,44
1398,47
1399,51
1400,30
1401,28
1402,38
1403,47
1404,41
1405,33
1406,60
1407,8
1408,42
1409,52
1410,8
1411,17
1412,46
1413,16
1414,26
1415,28
1416,27
1417,45
1418,39
1419,54
1420,69
1421,46
1422,53
1423,33
1424,40
1425,67
1426,56
1427,16
1428,39
1429,50
1430,59
1431,66
1432,41
1433,66
1434,25
1435,74
1436,57
1437,48
1438,39
1439,40
1440,57
1441,73
1442,47
1443,27
1444,23
1445,52
1446,75
1447,69
1448,29
1449,49
1450,27
1451,1
1452,62
1453,21
1454,68
1455,21
1456,30
1457,34
1458,67
1459,61
1460,57
1461,47
1462,66
1463,59
1464,78
1465,65
1466,47
1467,21
1468,61
1469,27
1470,58
1471,26
1472,49
1473,20
1474,36
1475,57
1476,16
1477,58
1478,53
1479,14
1480,14
1481,53
1482,41
1483,23
1484,31
1485,69
1486,46
1487,10
1488,33
1489,50
1490,26
1491,50
1492,38
1493,23
1494,26
1495,27
1496,27
1497,32
1498,33
1499,40
1500,33
1501,44
1502,14
1503,10
1504,66
1505,46
1506,53
1507,55
1508,48
1509,24
1510,52
1511,39
1512,15
1513,49
1514,63
1515,49
1516,9
1517,45
1518,47
1519,56
1520,47
1521,57
1522,56
1523,32
1524,21
1525,27
1526,63
1527,17
1528,18
1529,1
1530,83
1531,37
1532,78
1533,15
1534,18
1535,11
1536,23
1537,46
1538,27
1539,65
1540,17
1541,63
1542,43
1543,29
1544,67
1545,19
1546,34
1547,60
1548,16
1549,50
1550,34
1551,44
1552,45
1553,75
1554,44
1555,61
1556,29
1557,9
1558,82
1559,32
1560,78
1561,0
1562,55
1563,0
1564,53
1565,4
1566,38
1567,16
1568,10
1569,28
1570,21
1571,83
1572,51
1573,24
1574,72
1575,37
1576,37
1577,25
1578,92
1579,23
1580,26
1581,61
1582,68
1583,24
1584,55
1585,46
1586,24
1587,61
1588,26
1589,34
1590,63
1591,18
1592,18
1593,59
1594,30
1595,8
1596,45
1597,11
1598,10
1599,54
1600,20
1601,28
1602,72
1603,21
1604,38
1605,21
1606,63
1607,51
1608,35
1609,45
1610,0
1611,38
1612,60
1613,58
1614,36
1615,45
1616,17
1617,42
1618,50
1619,0
1620,23
1621,33
1622,23
1623,69
1624,44
1625,51
1626,33
1627,67
1628,25
1629,35
1630,43
1631,5
1632,38
1633,47
1634,28
1635,37
1636,60
1637,47
1638,35
1639,45
1640,30
1641,48
1642,53
1643,60
1644,84
1645,72
1646,57
1647,34
1648,33
1649,44
1650,64
1651,34
1652,23
1653,43
1654,29
1655,37
1656,48
1657,49
1658,40
1659,49
1660,32
1661,57
1662,59
1663,34
1664,45
1665,48
1666,59
1667,65
1668,26
1669,39
1670,54
1671,98
1672,40
1673,24
1674,64
1675,11
1676,26
1677,52
1678,30
1679,35
1680,42
1681,73
1682,5
1683,41
1684,23
1685,45
1686,56
1687,57
1688,37
1689,58
1690,14
1691,16
1692,39
1693,0
1694,59
1695,84
1696,37
1697,28
1698,47
1699,37
1700,32
1701,67
1702,55
1703,33
1704,11
1705,49
1706,46
1707,43
1708,37
1709,36
1710,41
1711,75
1712,45
1713,30
1714,20
1715,47
1716,47
1717,50
1718,70
1719,41
1720,28
1721,50
1722,46
1723,17
1724,59
1725,48
1726,41
1727,6
1728,52
1729,64
1730,58
1731,37
1732,55
1733,26
1734,44
1735,58
1736,70
1737,46
1738,80
1739,46
1740,54
1741,77
1742,0
1743,47
1744,60
1745,26
1746,39
1747,11
1748,59
1749,43
1750,41
1751,54
1752,0
1753,47
1754,58
1755,63
1756,55
1757,25
1758,90
1759,51
1760,33
1761,39
1762,51
1763,52
1764,39
1765,50
1766,63
1767,47
1768,32
1769,48
1770,48
1771,17
1772,63
1773,51
1774,90
1775,20
1776,21
1777,14
1778,33
1779,32
1780,45
1781,47
1782,56
1783,48
1784,33
1785,2
1786,50
1787,22
1788,26
1789,12
1790,34
1791,54
1792,27
1793,52
1794,41
1795,22
1796,31
1797,47
1798,6
1799,48
1800,49
1801,54
1802,35
1803,32
1804,47
1805,35
1806,44
1807,35
1808,9
1809,36
1810,34
1811,37
1812,41
1813,50
1814,42
1815,25
1816,52
1817,22
1818,39
1819,42
1820,0
1821,45
1822,48
1823,33
1824,54
1825,36
1826,39
1827,63
1828,28
1829,30
1830,9
1831,36
1832,13
1833,62
1834,55
1835,61
1836,50
1837,0
1838,33
1839,6
1840,34
1841,31
1842,41
1843,42
1844,20
1845,29
1846,54
1847,37
1848,48
1849,57
1850,29
1851,39
1852,23
1853,74
1854,15
1855,46
1856,30
1857,61
1858,68
1859,75
1860,0
1861,65
1862,34
1863,42
1864,45
1865,53
1866,33
1867,10
1868,43
1869,5
1870,46
1871,67
1872,25
1873,65
1874,39
1875,46
1876,47
1877,61
1878,57
1879,32
1880,43
1881,57
1882,50
1883,82
1884,44
1885,7
1886,36
1887,45
1888,44
1889,40
1890,28
1891,36
1892,58
1893,9
1894,62
1895,33
1896,24
1897,52
1898,68
1899,42
1900,51
1901,0
1902,72
1903,57
1904,27
1905,44
1906,44
1907,54
1908,0
1909,50
1910,29
1911,30
1912,12
1913,0
1914,3
1915,55
1916,5
1917,0
1918,38
1919,19
1920,64
1921,11
1922,49
1923,0
1924,26
1925,19
1926,26
1927,56
1928,12
1929,10
1930,49
1931,11
1932,29
1933,26
1934,60
1935,43
1936,48
1937,53
1938,48
1939,40
1940,39
1941,78
1942,41
1943,56
1944,26
1945,56
1946,62
1947,25
1948,14
1949,32
1950,30
1951,59
1952,41
1953,57
1954,42
1955,68
1956,0
1957,24
1958,50
1959,15
1960,27
1961,18
1962,57
1963,65
1964,72
1965,42
1966,67
1967,41
1968,4
1969,45
1970,76
1971,49
1972,62
1973,59
1974,37
1975,46
1976,51
1977,38
1978,27
1979,52
1980,53
1981,3
1982,19
1983,8
1984,25
1985,27
1986,57
1987,46
1988,63
1989,49
1990,0
1991,28
1992,52
1993,42
1994,45
1995,46
1996,51
1997,27
1998,47
1999,20
2000,26
2001,45
2002,42
2003,36
2004,0
2005,30
2006,68
2007,32
2008,24
2009,31
2010,45
2011,1
2012,0
2013,49
2014,59
2015,55
2016,43
2017,85
2018,42
2019,60
2020,58
2021,7
2022,54
2023,59
2024,62
2025,82
2026,49
2027,31
2028,69
2029,45
2030,11
2031,28
2032,0
2033,25
2034,26
2035,53
2036,60
2037,58
2038,61
2039,68
2040,26
2041,17
2042,37
2043,44
2044,64
2045,51
2046,39
2047,70
2048,40
2049,41
2050,41
2051,39
2052,57
2053,42
2054,45
2055,39
2056,40
2057,14
2058,15
2059,57
2060,10
2061,52
2062,29
2063,25
2064,41
2065,0
2066,42
2067,55
2068,46
2069,19
2070,23
2071,59
2072,24
2073,64
2074,44
2075,18
2076,51
2077,53
2078,30
2079,37
2080,31
2081,3
2082,36
2083,69
2084,30
2085,49
2086,57
2087,79
2088,56
2089,0
2090,27
2091,19
2092,21
2093,10
2094,28
2095,58
2096,25
2097,69
2098,49
2099,34
2100,28
2101,46
2102,26
2103,65
2104,44
2105,12
2106,42
2107,40
2108,35
2109,34
2110,30
2111,42
2112,50
2113,42
2114,48
2115,49
2116,60
2117,9
2118,43
2119,51
2120,22
2121,42
2122,48
2123,35
2124,46
2125,10
2126,81
2127,65
2128,63
2129,60
2130,41
2131,8
2132,66
2133,54
2134,65
2135,71
2136,31
2137,12
2138,35
2139,53
2140,55
2141,20
2142,81
2143,48
2144,50
2145,32
2146,13
2147,31
2148,75
2149,45
2150,0
2151,39
2152,29
2153,48
2154,29
2155,14
2156,56
2157,8
2158,25
2159,57
2160,37
2161,31
2162,34
2163,6
2164,44
2165,70
2166,42
2167,90
2168,42
2169,45
2170,46
2171,18
2172,49
2173,16
2174,45
2175,10
2176,95
2177,58
2178,30
2179,73
2180,50
2181,36
2182,51
2183,52
2184,34
2185,30
2186,27
2187,51
2188,2
2189,26
2190,35
2191,55
2192,80
2193,32
2194,42
2195,10
2196,71
2197,41
2198,39
2199,48
2200,45
2201,19
2202,45
2203,31
2204,61
2205,34
2206,25
2207,34
2208,0
2209,38
2210,9
2211,43
2212,39
2213,11
2214,75
2215,60
2216,36
2217,0
2218,45
2219,40
2220,62
2221,67
2222,30
2223,62
2224,28
2225,63
2226,63
2227,40
2228,37
2229,13
2230,51
2231,56
2232,62
2233,66
2234,49
2235,55
2236,54
2237,69
2238,48
2239,34
2240,62
2241,8
2242,0
2243,42
2244,41
2245,82
2246,59
2247,73
2248,53
2249,8
2250,40
2251,47
2252,59
2253,29
2254,24
2255,30
2256,51
2257,49
2258,51
2259,17
2260,7
2261,60
2262,43
2263,22
2264,34
2265,64
2266,69
2267,49
2268,9
2269,34
2270,36
2271,48
2272,45
2273,42
2274,24
2275,85
2276,27
2277,40
2278,20
2279,48
2280,41
2281,12
2282,38
2283,69
2284,48
2285,11
2286,33
2287,44
2288,70
2289,24
2290,33
2291,4
2292,23
2293,43
2294,60
2295,48
2296,35
2297,67
2298,31
2299,21
2300,24
2301,17
2302,62
2303,35
2304,71
2305,54
2306,65
2307,29
2308,0
2309,40
2310,42
2311,18
2312,34
2313,0
2314,59
2315,55
2316,40
2317,79
2318,20
2319,0
2320,52
2321,57
2322,62
2323,70
2324,35
2325,22
2326,58
2327,61
2328,54
2329,4
2330,43
2331,45
2332,77
2333,47
2334,70
2335,0
2336,36
2337,10
2338,50
2339,8
2340,35
2341,14
2342,41
2343,50
2344,30
2345,28
2346,54
2347,72
2348,49
2349,61
2350,48
2351,64
2352,32
2353,69
2354,10
2355,26
2356,21
2357,11
2358,34
2359,26
2360,23
2361,30
2362,48
2363,45
2364,14
2365,24
2366,70
2367,58
2368,45
2369,31
2370,38
2371,24
2372,88
2373,54
2374,22
2375,35
2376,53
2377,46
2378,68
2379,58
2380,42
2381,17
2382,36
2383,39
2384,0
2385,45
2386,35
2387,61
2388,48
2389,33
2390,63
2391,57
2392,18
2393,17
2394,24
2395,68
2396,58
2397,61
2398,16
2399,67
2400,29
2401,44
2402,31
2403,82
2404,26
2405,33
2406,34
2407,24
2408,9
2409,38
2410,69
2411,25
2412,0
2413,25
2414,29
2415,88
2416,36
2417,11
2418,35
2419,34
2420,15
2421,18
2422,0
2423,56
2424,19
2425,23
2426,68
2427,35
2428,60
2429,48
2430,37
2431,43
2432,44
2433,47
2434,61
2435,49
2436,42
2437,43
2438,21
2439,24
2440,30
2441,48
2442,22
2443,36
2444,52
2445,40
2446,38
2447,59
2448,30
2449,23
2450,59
2451,33
2452,13
2453,45
2454,64
2455,38
2456,10
2457,4
2458,59
2459,45
2460,21
2461,39
2462,51
2463,42
2464,45
2465,52
2466,46
2467,48
2468,52
2469,1
2470,38
2471,79
2472,12
2473,49
2474,34
2475,73
2476,4
2477,67
2478,0
2479,65
2480,40
2481,15
2482,59
2483,6
2484,59
2485,18
2486,36
2487,30
2488,0
2489,57
2490,17
2491,45
2492,62
2493,63
2494,35
2495,39
2496,43
2497,51
2498,43
2499,0
2500,75
2501,38
2502,0
2503,37
2504,26
2505,41
2506,80
2507,47
2508,33
2509,34
2510,47
2511,34
2512,32
2513,48
2514,27
2515,65
2516,14
2517,32
2518,26
2519,25
2520,45
2521,37
2522,46
2523,20
2524,26
2525,62
2526,50
2527,40
2528,73
2529,0
2530,53
2531,53
2532,66
2533,52
2534,37
2535,1
2536,5
2537,19
2538,42
2539,51
2540,32
2541,67
2542,56
2543,84
2544,28
2545,56
2546,68
2547,77
2548,13
2549,58
2550,40
2551,62
2552,36
2553,54
2554,77
2555,41
2556,53
2557,9
2558,39
2559,22
2560,76
2561,48
2562,40
2563,12
2564,63
2565,39
2566,55
2567,41
2568,28
2569,67
2570,20
2571,60
2572,21
2573,72
2574,50
2575,59
2576,44
2577,7
2578,15
2579,83
2580,17
2581,0
2582,26
2583,52
2584,55
2585,37
2586,23
2587,48
2588,47
2589,69
2590,42
2591,50
2592,54
2593,42
2594,68
2595,19
2596,60
2597,34
2598,47
2599,28
2600,45
2601,29
2602,63
2603,34
2604,47
2605,46
2606,25
2607,36
2608,58
2609,44
2610,24
2611,31
2612,33
2613,36
2614,8
2615,60
2616,24
2617,38
2618,62
2619,41
2620,27
2621,25
2622,20
2623,21
2624,31
2625,23
2626,32
2627,68
2628,43
2629,45
2630,35
2631,43
2632,36
2633,57
2634,13
2635,63
2636,71
2637,50
2638,45
2639,59
2640,44
2641,30
2642,34
2643,26
2644,66
2645,28
2646,25
2647,56
2648,53
2649,53
2650,19
2651,54
2652,35
2653,67
2654,46
2655,40
2656,47
2657,46
2658,47
2659,48
2660,72
2661,67
2662,52
2663,33
2664,28
2665,34
2666,55
2667,59
2668,39
2669,37
2670,28
2671,32
2672,58
2673,30
2674,32
2675,92
2676,33
2677,63
2678,0
2679,20
2680,17
2681,46
2682,0
2683,57
2684,38
2685,35
2686,3
2687,63
2688,72
2689,0
2690,65
2691,44
2692,33
2693,38
2694,52
2695,8
2696,79
2697,46
2698,33
2699,72
2700,22
2701,39
2702,60
2703,36
2704,47
2705,43
2706,65
2707,38
2708,67
2709,36
2710,1
2711,38
2712,87
2713,33
2714,95
2715,13
2716,20
2717,28
2718,48
2719,57
2720,45
2721,54
2722,54
2723,35
2724,36
2725,64
2726,15
2727,40
2728,38
2729,24
2730,35
2731,24
2732,49
2733,25
2734,0
2735,41
2736,33
2737,19
2738,69
2739,15
2740,52
2741,5
2742,46
2743,41
2744,57
2745,45
2746,60
2747,12
2748,42
2749,0
2750,62
2751,45
2752,39
2753,17
2754,36
2755,44
2756,21
2757,38
2758,47
2759,53
2760,37
2761,13
2762,51
2763,47
2764,33
2765,53
2766,60
2767,90
2768,39
2769,35
2770,78
2771,38
2772,20
2773,73
2774,11
2775,44
2776,25
2777,38
2778,40
2779,63
2780,0
2781,6
2782,47
2783,76
2784,60
2785,45
2786,42
2787,51
2788,67
2789,10
2790,47
2791,47
2792,30
2793,5
2794,27
2795,57
2796,34
2797,61
2798,32
2799,59
2800,34
2801,12
2802,34
2803,42
2804,52
2805,0
2806,19
2807,32
2808,57
2809,51
2810,25
2811,62
2812,1
2813,82
2814,73
2815,64
2816,41
2817,15
2818,44
2819,19
2820,28
2821,63
2822,41
2823,43
2824,35
2825,52
2826,24
2827,19
2828,34
2829,34
2830,22
2831,32
2832,33
2833,42
2834,46
2835,55
2836,41
2837,33
2838,53
2839,38
2840,56
2841,33
2842,60
2843,43
2844,24
2845,60
2846,46
2847,38
2848,29
2849,27
2850,58
2851,53
2852,59
2853,72
2854,56
2855,25
2856,33
2857,73
2858,58
2859,38
2860,35
2861,65
2862,21
2863,48
2864,59
2865,52
2866,60
2867,38
2868,38
2869,51
2870,43
2871,41
2872,12
2873,44
2874,23
2875,0
2876,1
2877,24
2878,57
2879,52
2880,35
2881,47
2882,13
2883,73
2884,55
2885,21
2886,15
2887,9
2888,27
2889,42
2890,0
2891,24
2892,0
2893,12
2894,73
2895,21
2896,13
2897,50
2898,27
2899,45
2900,54
2901,59
2902,40
2903,29
2904,43
2905,59
2906,28
2907,25
2908,27
2909,38
2910,33
2911,49
2912,25
2913,24
2914,23
2915,56
2916,0
2917,27
2918,44
2919,40
2920,51
2921,59
2922,49
2923,49
2924,39
2925,37
2926,17
2927,34
2928,57
2929,40
2930,56
2931,46
2932,68
2933,43
2934,6
2935,38
2936,73
2937,41
2938,83
2939,43
2940,39
2941,56
2942,58
2943,49
2944,45
2945,16
2946,56
2947,11
2948,0
2949,56
2950,35
2951,53
2952,12
2953,29
2954,77
2955,0
2956,3
2957,64
2958,53
2959,55
2960,54
2961,25
2962,22
2963,27
2964,36
2965,41
2966,32
2967,38
2968,48
2969,40
2970,9
2971,0
2972,44
2973,6
2974,19
2975,59
2976,19
2977,28
2978,36
2979,17
2980,36
2981,26
2982,65
2983,48
2984,40
2985,27
2986,46
2987,12
2988,14
2989,44
2990,4
2991,17
2992,55
2993,67
2994,20
2995,71
2996,0
